bytes_sent,bytes_recv,duration,protocol,src_port,dst_port,label
48660.193959488985,118560.85215234016,43.104684301515675,ICMP,23057,8080,0
84094.87738969084,17603.337347900117,21.779750776326683,TCP,47675,8080,0
39514.67220344111,87940.82397027903,12.943467080700067,UDP,34319,3389,0
53754.46508997258,143836.44187049294,14.790276922726633,UDP,37689,53,0
66763.61295399733,94602.14458153825,32.54540631683964,ICMP,65533,25,0
32243.613544097076,99966.35373885868,31.93775316374858,TCP,13931,80,0
47682.05776896797,146157.91283691762,37.669413276400206,UDP,63123,80,0
50079.842906775506,102646.65436366494,23.931417576490183,UDP,64960,25,0
44777.45313744988,168600.16076327773,15.89273990027187,TCP,26949,3389,0
50208.47313998767,132011.7374976472,23.51249413721733,TCP,50250,80,0
52051.611759750485,91925.17985796125,21.486085570826653,UDP,55071,21,0
53706.538472456305,93119.32285735453,5.485567913554121,ICMP,21391,80,0
52209.83495729706,111377.46501349672,17.262841207326797,TCP,62611,53,0
32062.405316164404,55420.74983638444,36.87318754102749,TCP,27328,8080,0
78152.66916922506,142466.47231210943,44.76669571118042,TCP,5713,53,0
54439.909845306494,156152.00517605737,36.9577181285785,TCP,43696,80,0
39060.69595439508,132987.266129154,26.959931072974022,TCP,42041,22,0
54786.422510353616,118546.15505332382,38.58842808790857,UDP,4475,3306,0
60524.95472134351,113555.0593017452,10.381995604469203,UDP,40569,8080,0
64547.067310876184,147399.92291067308,56.30404733155718,UDP,35025,22,0
44428.73395876897,109869.5356136476,63.87740893520575,UDP,18957,21,0
47330.6366638147,89859.70722286982,21.832179430324743,TCP,26882,21,0
45302.69091637579,148340.96216439264,28.623015099717254,UDP,39678,80,0
27529.4033691343,54495.22788223209,25.505796324366315,UDP,52979,25,0
85337.31772397227,106849.0846131322,35.50410306508694,TCP,41730,8080,0
57981.94060822157,106142.549912596,33.08490238409916,TCP,50111,8080,0
47443.855141475266,116318.64830421402,26.733792063972537,ICMP,25514,21,0
68914.05985344476,100903.25514369165,36.81466984933935,TCP,59008,8443,0
59553.59425058315,95201.85344428597,12.852741996645989,UDP,15151,53,0
54791.00395686843,166230.04149993672,42.410281149201246,TCP,38880,25,0
4438868.142075108,15698.685225415657,4.678032053844209,ICMP,40764,30011,1
37836.66584287117,108625.92733581766,4.221495835948364,TCP,26524,22,0
37417.15835731223,142605.12162035325,41.09077783140707,TCP,6617,80,0
66589.90054860947,155367.50954851147,25.92021478923855,TCP,33181,21,0
64741.09266534586,81516.914797136,40.18190218891922,UDP,25571,443,0
62682.24662722781,117610.15284158225,15.17111002802612,UDP,55673,25,0
44965.889478220306,162181.3478616833,31.022985256313234,TCP,37529,443,0
45939.89366984459,149160.69011450157,24.101415828960775,TCP,30799,3389,0
74639.9044015435,129874.15716524865,13.0909609135981,UDP,26894,25,0
53544.86423042301,75055.10921800057,43.580937727271944,TCP,18236,443,0
62627.30100335093,116684.11906073785,24.14444572382758,UDP,51493,3306,0
45359.80190419642,44405.893638795256,46.020970023608626,TCP,21088,8080,0
44517.95608828662,76816.93118650993,43.489493819449365,TCP,16437,22,0
39519.79346022755,116186.08646015776,26.30802240979702,UDP,8545,3389,0
85067.67678758249,110767.76538047934,25.7231719169857,TCP,46073,53,0
35562.91094478372,155056.2009894863,28.49280413631731,UDP,57424,53,0
43119.870725910005,91440.19611061284,27.11150345024729,TCP,13819,53,0
93576.00753860609,121989.62661778394,29.96158195162427,TCP,43634,21,0
56724.86098959739,195815.3450190667,30.0092845108169,UDP,13548,3306,0
77892.42211434967,65099.431313024106,27.200011905892843,TCP,26761,53,0
65588.80414451091,107306.51540931322,41.96180424027868,TCP,20687,22,0
90661.18290827489,192481.35564315142,35.075768860281904,UDP,1847,80,0
53838.60275156335,53565.32496791668,43.144965511379475,UDP,47363,22,0
41058.6665051575,96705.85602153707,8.778097613291372,TCP,27907,8443,0
44846.96421761452,68592.71630180499,42.18864224375092,TCP,60990,80,0
34690.65470729994,111702.87053212759,28.575272269195594,TCP,49244,53,0
50175.746265790476,121951.48420138522,46.11752666080674,UDP,1730,443,0
86267.0830417467,106648.02458751874,4.377652822958893,TCP,34258,25,0
51015.068870940646,114552.01164864087,44.917063291174706,TCP,7928,21,0
51418.887994365505,106890.30333332944,41.94208899840396,UDP,14467,3389,0
36847.08832748618,57585.30104227618,51.771058600181625,TCP,29366,22,0
59324.01969681457,66821.92741350368,21.845714042060756,UDP,52063,443,0
27278.67836309691,199938.63498983724,23.700391825208904,TCP,39941,21,0
56167.578770239445,114002.57598129734,23.35861783858603,UDP,10222,8443,0
5412790.985053182,21170.544383907487,5.480118433833827,UDP,16014,53248,1
47548.35652213231,153768.0476277154,50.626138553328545,TCP,65041,443,0
68528.71082465409,112781.99891491336,45.98496871113446,TCP,27233,53,0
23772.229557747145,77572.29975072702,8.53613539111059,UDP,16632,3389,0
51390.19169043506,128368.09969946565,15.461953306705281,TCP,5383,22,0
6204823.2053385135,13236.190470147543,5.939092820973087,TCP,23081,64299,1
62647.61465034004,142175.65340694532,44.38381907822266,TCP,6724,53,0
54057.280791652985,98951.77444823459,29.39188850920491,TCP,24460,53,0
23938.67106406834,139357.6421466132,35.28211950886093,TCP,28900,21,0
51976.9764051623,120536.07432872154,13.840663525657675,TCP,49141,8443,0
75448.80024456276,64125.08362868856,27.989101947069425,TCP,33761,3389,0
55468.01733549894,61931.78344938406,25.686243725812332,TCP,24217,8443,0
40729.18389822189,176144.279116004,27.891865208143617,UDP,5307,8443,0
40218.88145895809,136883.81062180686,34.44059619918531,TCP,45102,3389,0
33833.95462929105,108113.58330810718,28.702798937761322,UDP,50445,8080,0
56146.26829434934,145123.6731266064,32.65456082871014,UDP,28693,21,0
49465.83895714863,59665.06450672612,61.24041332169167,TCP,65516,22,0
54287.39209403814,162264.39396166426,46.435510428415256,TCP,14860,53,0
34069.306117301676,66892.46890245724,37.05207864722823,UDP,64786,8080,0
68479.69104897534,138202.39427652842,53.161134401921025,TCP,33581,8080,0
77.63190891123367,58.568151329569524,0.04752195251915321,TCP,64103,468,1
54815.690137472535,109245.92114625314,18.08353556226335,TCP,20645,53,0
34243.70084977179,148658.60817241634,17.551367992173557,TCP,34497,3306,0
63637.39403320815,116399.58964305522,50.84819888139043,TCP,19467,21,0
51786.85894049417,107147.60357848469,33.554364024396136,TCP,8378,8443,0
59675.250339725906,72464.83842169313,57.25759130166759,TCP,2382,3306,0
52124.85046086539,146488.53527625545,34.77912305124114,TCP,49903,80,0
55719.07085121463,175508.85078683693,57.31847632131327,TCP,7813,8443,0
50420.33280538815,203328.43836236137,41.58267154767723,ICMP,64519,25,0
34282.3967169527,57507.86052303357,34.51746191052225,TCP,63317,443,0
52272.754576219675,149958.37992794247,36.10774361462768,TCP,50510,8080,0
61.65021985506583,51.83720737035527,0.08407392597449681,TCP,6262,5,1
59834.27091757074,20002.771036704144,22.618637892895972,TCP,2198,8080,0
49747.98263743567,80520.80976815712,29.6084757298931,UDP,17173,3389,0
40066.32771013111,138227.59674219685,8.762441878546515,TCP,26648,21,0
40687.67921479117,76690.38744416162,35.67263552842531,TCP,59572,3306,0
47467.36122195551,146214.20405796016,31.01460259697338,TCP,26871,3306,0
37805.88357034511,85806.60332268866,39.36537816732084,UDP,53586,3306,0
45804.84753300661,103216.64629395994,22.55488552495857,TCP,29121,443,0
53827.900276340246,96110.49342694643,27.374804546527354,UDP,1353,21,0
50533.64715476937,126813.55083227152,24.236699656506957,UDP,12132,22,0
46341.55834733993,171249.2225505029,15.699330682959356,UDP,43366,53,0
34465.19370761282,122823.58301669352,49.43081764071761,TCP,7262,53,0
70209.84862420338,118746.43569378258,54.17268279842348,TCP,6815,53,0
51644.71631861013,148041.44107488426,33.30687478755055,UDP,56169,22,0
29203.3662009471,110232.52323593324,25.073281033987175,TCP,55584,3306,0
45944.05166294963,98333.82962404419,26.795053318820088,UDP,62561,8080,0
42828.75413369263,182275.7840038973,31.31025271566435,TCP,19346,22,0
52049.03424519051,65517.51293662179,27.948344531604775,TCP,4460,53,0
49991.55354315562,110549.34219875993,23.29389639686248,TCP,11904,25,0
57429.09419102897,128444.4297448452,36.60495827629551,TCP,50188,8443,0
48920.02111340317,105809.45310578066,29.613622423168714,UDP,65295,22,0
45734.54242939857,174153.4218717243,27.981243447293693,TCP,39071,53,0
34572.43638588095,185677.20703414793,23.48971344090796,TCP,25060,80,0
31763.02552236687,150458.65660755962,24.395689259042868,ICMP,32431,8443,0
65052.14436316496,128973.61821771102,22.683360919840347,TCP,17563,80,0
53941.238377207075,44547.80288066482,8.04083805204742,UDP,59464,3306,0
72160.90497462003,103208.62489932736,13.496621441175865,TCP,3577,443,0
77592.53004233845,155098.23288614565,35.394205747825005,TCP,14780,80,0
57672.70552878787,191843.7858260948,44.21447094617256,TCP,51619,8080,0
51422.40289595564,137558.9056167274,2.4923835044977984,TCP,18508,25,0
44327.56168940915,107146.29879851016,29.49176474211462,ICMP,45925,3389,0
37167.103206371365,150124.492035111,31.60203866648079,TCP,33519,3389,0
60885.61974978083,147876.74649811845,24.33685877049895,UDP,53775,80,0
34247.41820478934,132375.9115019446,29.890488078328456,UDP,26668,25,0
56036.61130015282,147609.85907475426,36.870492733420825,UDP,38702,3389,0
44573.44283833743,58965.72069069313,33.84722347625832,UDP,25176,8080,0
34046.604058479235,107134.06605432142,44.04085188463898,TCP,30105,3389,0
59376.2780187223,132613.68071146312,28.77168319212293,TCP,42280,25,0
27842.85552331359,179486.68773832766,52.566356712812876,TCP,55453,25,0
68555.75812763703,152456.61526718872,56.91288868307721,UDP,20230,21,0
69564.95198990717,112149.68770013803,41.006050622779945,ICMP,19526,53,0
58727.75658960618,190737.01314055384,35.01557131019396,TCP,47959,25,0
73687.78254472448,158486.5817258498,33.59822813008894,ICMP,40576,22,0
9907.48350345593,161057.02722188874,27.96806763877832,UDP,28421,21,0
51630.53229220115,126508.74940131212,50.33038769496957,TCP,3534,25,0
33121.64734430247,186937.35925083607,17.364345010614354,TCP,32856,8443,0
54688.09870973869,87439.58820485021,36.95742544627426,TCP,47789,3389,0
28797.24014521021,189266.26377301576,36.20300148916896,UDP,44758,22,0
55111.87112003159,103707.73310726062,35.14303398853898,TCP,39692,22,0
76289.71331826408,113111.19447623608,19.142398995135288,TCP,54161,80,0
58526.142868622286,100297.2599215297,18.464688168520013,UDP,40199,3306,0
59305.585908970366,134580.62637091402,34.0732606238098,UDP,51400,25,0
52595.10709478339,125450.33225013969,21.21795801237294,TCP,7817,443,0
54859.853844082165,133792.68311559153,31.40675198002469,TCP,26151,8443,0
55628.86217250104,70488.15122150283,24.425467655985294,UDP,32735,21,0
61628.437802760716,72565.19079020253,22.865172676202732,TCP,19297,22,0
55955.49950023237,129769.6697292229,31.604601692958145,TCP,46400,3389,0
55584.883400904575,90579.77169427853,26.09599277917748,TCP,38127,22,0
62356.29697814273,114807.19313309787,7.991412754746726,TCP,47355,22,0
60786.39569132505,145276.38666231697,30.2260365425604,TCP,9978,8443,0
49462.628800010665,92889.21197084719,31.20551124999474,UDP,24576,53,0
10817.063025209987,128166.71469810093,23.332542484677134,TCP,57721,53,0
33490.0810364846,144291.68899945775,35.54109365907854,UDP,51678,80,0
4196174.091787676,6975.40700129076,6.084214581558985,UDP,65261,1054,1
37793.40907628184,132526.62429329398,5.775703119400507,UDP,16836,8080,0
42606.965782633975,132156.72088898547,39.94554456192817,UDP,36277,8080,0
55098.130417890556,168151.28612101785,31.826617791556945,UDP,20661,8443,0
67543.07220940826,69316.46387480097,31.23715239011765,TCP,27948,8443,0
47184.93513607322,176677.7766316259,42.15370985044321,TCP,54433,3389,0
52230.92263880409,126192.12359898636,36.418705341634556,TCP,1523,3389,0
21247.761923523853,82787.99429442734,23.936791395461203,TCP,55313,25,0
58661.03866278875,144981.9370355345,19.20384107882877,TCP,24486,21,0
33126.05967346768,60952.92906752527,24.80126673695691,ICMP,3517,8080,0
21353.55641380579,166942.49375022412,14.690832542994396,TCP,44001,3306,0
7077.224448489906,96999.21214182343,27.943901604180027,ICMP,40368,25,0
44421.28128018065,78028.1265634477,30.240202826202065,TCP,15682,8080,0
62659.05337330033,118314.12745149237,26.569923485320423,TCP,45215,25,0
33443.88953326989,120198.26788036281,39.208230655861016,TCP,40559,21,0
66357.07986707849,182042.8561862278,44.094805448965715,TCP,10368,443,0
40572.72904794816,141809.68817713828,23.054139340958084,UDP,21882,21,0
34156.325110022066,117050.92484181334,34.35970655602387,TCP,20238,3389,0
28048.369972444954,143463.29349333927,19.94542086556006,TCP,48507,3389,0
64416.40229180324,157798.06100676852,22.87253822702535,TCP,14804,22,0
43266.83569579423,77256.71709270522,26.58476055017838,TCP,19985,8080,0
46313.57749980648,66804.35910237674,62.34902139358698,TCP,19082,25,0
66185.1445885417,129219.58573719421,19.516872786388895,TCP,50613,25,0
4347619.190008614,14362.020932891399,5.799343523512126,TCP,63298,21832,1
50519.178112778834,138898.04057421203,26.894501404949203,TCP,52962,8080,0
20947.42939069722,135174.35678668448,16.265992590819472,TCP,61444,21,0
38519.66727319543,96991.26918316861,20.578422326943965,TCP,55590,22,0
42786.25000738789,147980.39225834978,34.21372772454971,TCP,54903,22,0
41588.687538683815,66714.16977233418,53.96360799937061,UDP,29448,80,0
50861.15107157236,102128.10375444518,10.724737212652993,TCP,62022,8443,0
59045.10280140015,89718.81736598135,19.83182262782622,TCP,29871,8080,0
64932.354244179776,13323.300878684095,44.64895730794637,TCP,44082,3306,0
13454.365051290166,166107.3150992628,28.451734552634267,UDP,47150,80,0
74546.37818512498,193531.51310674904,27.20803808334404,TCP,55981,53,0
42652.216871162746,108498.55116862747,21.867482911847254,UDP,11413,3306,0
39404.36746826311,99163.93753347063,24.455682082338136,TCP,61333,443,0
58044.454537713405,120963.09625935646,23.89924335159833,TCP,63850,53,0
54949.15307985897,192331.96377974888,18.430583531780133,UDP,49250,8443,0
4043.3020053140644,179662.66065795065,16.349885759058147,TCP,14347,8443,0
46685.49023320469,100.0,18.283519317777603,UDP,48963,8080,0
73523.09670595749,107717.11764589966,15.94447026011961,TCP,23264,8080,0
49578.75387343952,194889.38702545813,19.377612611952607,TCP,8499,21,0
62053.77529067903,204625.19320250017,25.7472246696737,TCP,16250,3306,0
43825.42516675686,119475.54276013318,22.901446575010304,TCP,58962,25,0
43167.08232494854,121209.86259423815,24.513057538306903,TCP,5445,21,0
38089.3468745172,108455.40484922024,18.168267798969026,UDP,37703,3389,0
48528.896472012384,70330.48751394532,52.952215859442376,TCP,51241,25,0
53440.81492238689,31581.87945120332,12.980278862477206,TCP,26646,25,0
37857.705216608505,110492.6544637888,52.057782177192834,TCP,32411,80,0
51670.25644097167,89234.79129024582,31.736964566008943,TCP,61868,21,0
77247.90494210158,106461.77015032341,41.01931345670789,UDP,8058,53,0
56903.27959152595,113728.3283721698,24.419758905948292,TCP,1930,3306,0
40052.393740448526,87052.16093714666,26.71569309869564,TCP,46950,53,0
52355.72851168017,102172.81775787161,36.569842005869816,UDP,32752,21,0
85739.0342402611,92616.6524468858,27.531418091886206,TCP,55204,25,0
51461.20119436673,148183.05668230206,31.38655406892128,UDP,12489,21,0
56.158779508142295,64.85349234428543,0.058041814144209385,TCP,39831,624,1
50990.46046341824,132044.98971408096,49.470169657037005,TCP,23439,80,0
56219.244275400546,136626.63879732467,30.471756147633027,UDP,5942,25,0
63085.23019942653,137036.8919194444,25.783403290614856,TCP,39896,8080,0
49659.7208701153,118674.9576255196,51.1157900593704,ICMP,4266,80,0
47456.73926449334,127234.53698619326,25.195747570914325,TCP,45462,8080,0
31809.218014361148,149968.83587643676,31.283496526406466,TCP,35439,8080,0
52719.713267921295,188444.06241451483,51.30455152923977,ICMP,47244,8443,0
52844.60748533582,102529.13572885667,9.069598471391757,UDP,12077,53,0
63030.540128475244,113817.92435252295,9.272225547575424,TCP,4364,53,0
50874.1149640317,98690.57307858902,30.95217460862063,TCP,17690,3306,0
33158.473515935075,179936.81102601293,0.1,TCP,42763,443,0
54246.02882014984,140475.83648196972,25.82733725788505,ICMP,32525,25,0
67995.94670516255,67591.34425133468,33.22596204594573,TCP,51319,8443,0
63301.38581607108,103629.9877355927,32.1641729610644,TCP,7737,443,0
45304.36571110692,182389.0853000516,33.338280352348455,TCP,30161,80,0
29748.513228103686,109270.67201866934,29.472231242748595,TCP,41493,443,0
80526.09954096601,167662.0325060058,29.870371326799955,TCP,46619,21,0
55497.97110855845,92049.46324740737,7.953571838229799,TCP,56118,25,0
54566.532842207234,179121.27177307854,33.550695374270944,UDP,33090,25,0
64995.11029807983,133461.76897103922,40.09699658561239,TCP,56740,21,0
22155.326493283144,167982.17879303306,20.43474679042196,TCP,14608,25,0
45649.013390941225,94826.21557742414,15.658113830655285,TCP,62990,21,0
52660.9417195541,121230.10194139616,33.39718703219154,TCP,41146,22,0
44679.54045560484,117739.64210438835,40.487259050232055,ICMP,45315,21,0
53514.475405653466,45317.592764201414,0.1,TCP,47102,443,0
39932.76807303993,179291.5919744717,39.347330301273914,UDP,42853,53,0
32761.94004217559,110300.12831687866,21.77006783031913,ICMP,64626,22,0
59527.264202216065,94867.20058446348,32.02723194910491,TCP,3584,25,0
43893.826454745125,40908.850985305486,43.00759492635713,UDP,39718,22,0
41120.3178840503,114748.56249507143,52.42599807781269,UDP,34847,80,0
60420.05917442613,203751.1540329087,20.106407414247066,ICMP,53960,8443,0
30167.060508688268,132340.53458453162,41.37254107910242,UDP,11411,443,0
39484.38764018293,82993.5711021112,29.921133024343668,TCP,5386,3389,0
53979.76520116975,74291.66160545163,41.81427567593864,TCP,13036,3306,0
77632.25987852395,115910.57088151434,34.40643505862987,TCP,47539,22,0
50787.00197534366,89153.48951600218,32.366806528884545,UDP,20893,21,0
53533.54805959841,96395.58191370248,15.715606365148801,TCP,41886,8443,0
54309.361415545456,70856.39136352614,40.633811435799274,TCP,40854,53,0
80331.63426280214,156792.1736076797,31.775711894689465,UDP,29786,80,0
70531.76947855344,145029.78172358352,33.881501941312465,TCP,45289,3389,0
53.17657643193311,71.69588254623315,0.08434790636592662,TCP,43457,83,1
54860.1878628497,82315.24712596912,23.95205869963739,TCP,26604,22,0
48353.987275547246,140828.83594806955,37.05007908287073,TCP,15053,443,0
43855.26607447997,114956.97854520363,0.1,TCP,60490,25,0
35459.02133392069,90194.76731077244,18.081222599838483,TCP,16618,21,0
2991676.338252629,100.0,3.7315631328768673,UDP,43666,6732,1
29964.192360431458,153629.09712681672,58.750888748224,TCP,20897,443,0
4473769.20613778,11288.895399967962,5.480789299072479,ICMP,34260,22095,1
86336.71851625244,131746.37164606835,26.97336170090147,TCP,14462,3389,0
34290.69280424284,185942.98891895468,17.024322523245136,TCP,16399,443,0
53012.75445913895,166860.98036739108,50.13924181792045,TCP,22991,80,0
66338.26245066189,44424.09648504318,10.248195667995809,TCP,22868,25,0
43814.94691692904,98261.98690786304,49.93456612286772,TCP,33462,8080,0
40518.71265786634,126686.13150339366,28.97363517662314,TCP,43805,53,0
41847.56738101048,69773.59174817713,30.78720178011113,TCP,65273,80,0
55641.043944811565,62939.476845047684,23.653487650249247,UDP,53700,80,0
64716.091980377496,229113.22839472687,0.1,TCP,9250,21,0
45434.89092623118,108080.96468762416,34.966667875371584,UDP,51348,53,0
45726.73900426138,83792.99773025699,35.193922857521244,TCP,61413,3389,0
48257.01073460369,115583.1239796636,11.84232778140295,TCP,47825,53,0
59492.868719109596,119196.21806496812,38.63474197917522,TCP,45316,8443,0
47443.886282536936,110452.65107746088,40.97164951475487,UDP,20402,22,0
50578.71684471376,189990.1567778518,21.592333585841565,TCP,46264,3306,0
66499.69475513126,126565.89440305698,39.53660438767972,UDP,14588,22,0
45393.751724981346,192157.21933011472,30.239614998432227,UDP,61309,21,0
46162.65298636127,136760.8241543192,7.513001797978994,TCP,7303,8080,0
36102.00333264274,84456.61500972148,31.397243167002394,UDP,22668,80,0
22452.346964373908,74162.49726639615,44.9911470452627,UDP,49231,25,0
58831.034343217194,134037.3230581879,6.360137473228619,TCP,58648,3389,0
18062.031661999736,66210.21014734349,30.7705568635357,TCP,35082,443,0
38474.665106781315,177003.17330501782,25.13998614723594,ICMP,51127,22,0
52422.8697823077,111910.39642211763,40.6245306347895,TCP,26860,80,0
59349.36599377956,127182.49495091624,39.656991962046796,UDP,17313,3306,0
4432057.714812688,3786.1305694001367,5.630796785989727,TCP,45104,43836,1
20394.75985387098,141012.83872212208,24.164835415663152,UDP,36606,8443,0
62281.45925521163,117613.26077757886,19.830033651477954,TCP,1674,80,0
42973.61453150813,98089.45486612507,33.44394231705143,TCP,36262,8080,0
52086.67609642388,111200.36329146492,23.40954442289561,TCP,8322,25,0
53320.62880964343,103581.73635843942,59.163637232799374,TCP,23871,25,0
44375.82965226297,114131.33479485654,47.946013936607116,TCP,29130,80,0
46220.33932689672,120221.24554517082,35.30421479649935,ICMP,43812,80,0
5389372.758122414,12145.626386085423,5.645243770310902,UDP,44434,17214,1
75930.46466608389,92133.60349978214,38.67887498630735,TCP,42452,8080,0
55054.350140902854,99770.31581692238,19.13044876126825,TCP,33016,3389,0
55525.34919050988,84889.75737885694,34.18442397622366,UDP,22963,21,0
55480.45613095652,150564.32894735096,24.4551894513764,TCP,22769,22,0
40392.64892216861,103805.74670632608,43.898039578559676,TCP,6916,3389,0
41083.99471701897,102721.62497384334,18.718669187583444,UDP,46696,53,0
59980.77663459179,127498.70688690111,22.048205399282658,UDP,1184,21,0
53705.10061226261,121188.98647316088,27.6506944125122,TCP,41496,25,0
49413.51618175171,75506.72340874578,38.947670444407905,TCP,60682,53,0
61772.660549122025,157718.23024438653,29.191547433235815,TCP,62540,3306,0
68895.5877932061,101782.25349321398,34.954278215970675,UDP,40607,8080,0
57984.63778330023,85999.03329150818,29.052309827790268,UDP,50876,8080,0
55892.41202389878,93361.90416962832,31.53727349922527,TCP,7945,53,0
42180.15622044073,160752.4497282697,33.98621960154509,UDP,60921,8443,0
40745.307443678335,168081.09135881896,38.092056886157664,ICMP,53397,25,0
49241.18897849855,145652.85553861424,40.98084905001707,TCP,42660,8080,0
26215.949380996168,144565.42096466824,57.45569249681633,TCP,38972,22,0
62598.83907699197,179446.0258344198,33.746083426218355,TCP,56218,8080,0
42597.97686269187,118736.61003147476,23.27830025774549,TCP,54343,53,0
30696.38839195438,102119.62160352581,22.89337003302357,TCP,37601,3306,0
40316.05096313492,177852.59591735678,22.701135011764272,UDP,64154,25,0
58186.90639774929,125851.5818443407,11.263173325049241,UDP,29269,8080,0
46320.832310868354,129385.84750819037,15.247189176184037,UDP,18101,21,0
65682.9841218452,96032.0905986831,17.98986437620578,TCP,56363,443,0
33868.703650717725,48313.00170007374,37.535584972720514,TCP,7392,3306,0
45213.41389170538,128274.2926910317,65.50001603229785,UDP,51927,25,0
54894.484151473414,155682.19575079315,24.15911164001004,TCP,8044,3306,0
45393.09390371322,78350.43054751545,43.797739246384296,TCP,33130,80,0
68040.51209804219,33910.117415054556,26.23251300196495,TCP,54998,8443,0
26556.734819902256,131602.0036665502,38.474984661087845,TCP,56506,53,0
26494.126246468426,182821.7440287606,13.167640456443475,TCP,57158,8443,0
38523.55809653875,81505.24020703748,8.283743965091872,TCP,10102,21,0
45551.43569697937,134324.14450636864,35.28727104858827,TCP,40005,8080,0
75253.79314307033,129720.70245392772,33.03242364968231,TCP,53010,8443,0
41973.69269934932,153869.4497676426,20.204882267315664,TCP,32737,8080,0
16787.189434354957,160613.2729752741,34.1204280688178,TCP,50163,3306,0
55828.27521918823,135891.7826238009,25.620714435204274,TCP,39463,8443,0
39998.737246897166,113380.39221476532,49.47276996762779,TCP,45648,25,0
