user_id,hora_login,ip_origen,bytes_sent,failed_logins,num_accesos_dia
user_01,17.98,192.168.1.35,267831.65,0,8
user_01,14.16,192.168.1.35,388161.33,0,8
user_01,14.37,192.168.1.35,404259.56,1,6
user_01,15.36,192.168.1.35,256380.46,0,2
user_01,15.78,192.168.1.35,363670.78,0,5
user_01,15.92,192.168.1.35,443327.67,1,7
user_01,15.88,192.168.1.35,423633.21,0,6
user_01,14.63,192.168.1.35,290742.48,0,6
user_01,16.07,230.82.204.1,207984.06,0,8
user_01,15.82,192.168.1.35,443237.53,0,7
user_01,15.69,192.168.1.35,629003.14,0,2
user_01,15.72,192.168.1.35,475117.85,0,4
user_01,17.51,192.168.1.35,235570.16,0,5
user_01,15.44,192.168.1.35,298533.36,0,8
user_01,17.52,192.168.1.35,590504.9,0,9
user_01,16.02,192.168.1.35,544761.59,0,7
user_01,16.66,192.168.1.35,282116.49,0,6
user_01,15.6,192.168.1.35,589697.86,0,6
user_01,13.69,192.168.1.35,427604.18,1,7
user_01,17.26,192.168.1.35,519829.07,0,9
user_01,14.1,192.168.1.35,348509.61,0,9
user_01,16.85,192.168.1.35,516062.47,0,7
user_01,15.99,192.168.1.35,647948.24,0,5
user_01,16.2,192.168.1.35,229321.4,0,5
user_01,14.85,192.168.1.35,542899.45,0,6
user_01,15.79,192.168.1.35,471759.89,0,5
user_01,15.96,192.168.1.35,567256.78,0,3
user_01,17.23,192.168.1.35,339025.39,1,4
user_01,15.53,108.31.69.1,610344.25,0,8
user_01,15.28,192.168.1.35,174086.52,0,8
user_01,15.64,192.168.1.35,607803.29,0,4
user_01,14.59,192.168.1.35,493922.21,1,3
user_01,13.88,192.168.1.35,133951.76,1,7
user_01,16.33,192.168.1.35,454466.35,0,3
user_01,16.13,192.168.1.35,344119.78,0,8
user_01,15.06,192.168.1.35,504595.44,0,7
user_01,16.47,192.168.1.35,175456.1,0,9
user_01,14.73,192.168.1.35,534477.99,1,3
user_01,16.78,192.168.1.35,610177.41,0,5
user_01,15.4,192.168.1.35,613567.97,0,2
user_01,14.83,192.168.1.35,242550.96,0,1
user_01,17.51,192.168.1.35,255426.69,0,3
user_01,16.06,192.168.1.35,419208.42,0,4
user_01,14.9,192.168.1.35,296327.01,0,2
user_01,15.29,192.168.1.35,479394.44,0,3
user_01,13.8,192.168.1.35,576079.92,0,9
user_01,15.96,192.168.1.35,419201.76,0,9
user_01,15.59,192.168.1.35,457339.73,0,5
user_01,15.9,192.168.1.35,432983.34,0,2
user_01,13.11,192.168.1.35,290091.51,0,4
user_01,17.76,192.168.1.35,581155.45,0,4
user_01,15.18,192.168.1.35,460630.18,0,6
user_01,16.75,192.168.1.35,286877.11,0,5
user_01,17.17,192.168.1.35,448350.04,1,4
user_01,15.32,192.168.1.35,334326.46,0,5
user_01,16.22,192.168.1.35,523501.31,0,8
user_01,15.18,192.168.1.35,495798.02,0,7
user_01,15.12,192.168.1.35,175750.43,1,3
user_01,16.55,93.20.253.1,342181.39,0,5
user_01,16.02,192.168.1.35,363115.05,0,2
user_01,15.63,192.168.1.35,425097.57,0,7
user_01,16.29,192.168.1.35,346253.75,0,9
user_01,14.49,192.168.1.35,611237.55,0,9
user_01,15.0,192.168.1.35,626850.13,0,1
user_01,15.09,192.168.1.35,313166.09,1,4
user_01,13.7,192.168.1.35,519820.84,0,9
user_01,14.6,192.168.1.35,215592.31,0,6
user_01,15.31,192.168.1.35,403199.22,0,6
user_01,16.33,192.168.1.35,523119.14,0,1
user_01,15.86,192.168.1.35,702781.97,0,4
user_01,14.32,192.168.1.35,273454.37,0,9
user_01,14.48,192.168.1.35,427116.24,1,6
user_01,16.56,192.168.1.35,533166.11,0,6
user_01,16.15,192.168.1.35,460976.82,0,6
user_01,14.47,192.168.1.35,461221.6,2,1
user_01,16.96,184.159.199.1,403311.84,1,5
user_01,14.27,192.168.1.35,529891.22,0,8
user_01,15.79,192.168.1.35,647281.44,2,4
user_01,17.62,192.168.1.35,220136.09,0,5
user_01,16.45,192.168.1.35,468004.91,2,7
user_01,14.84,192.168.1.35,603207.87,0,5
user_01,16.4,192.168.1.35,495030.07,0,8
user_01,14.32,192.168.1.35,467169.23,0,6
user_01,14.03,192.168.1.35,529815.77,0,7
user_01,17.19,192.168.1.35,378682.94,0,9
user_01,16.06,192.168.1.35,366534.43,1,5
user_01,14.31,192.168.1.35,120510.26,0,8
user_01,13.27,192.168.1.35,395723.38,0,8
user_01,14.22,192.168.1.35,512239.83,0,5
user_01,17.89,192.168.1.35,458880.51,0,7
user_01,16.23,192.168.1.35,209805.6,0,5
user_01,15.31,192.168.1.35,654713.43,0,9
user_01,15.88,192.168.1.35,322601.46,0,8
user_01,13.55,192.168.1.35,434069.9,0,4
user_01,15.42,192.168.1.35,213080.91,0,9
user_01,12.54,192.168.1.35,539113.56,0,9
user_01,13.99,192.168.1.35,545785.28,0,4
user_01,16.0,192.168.1.35,487123.56,0,8
user_01,16.24,192.168.1.35,600233.29,0,3
user_01,15.01,192.168.1.35,373649.32,0,8
user_01,14.98,192.168.1.35,380761.63,0,9
user_01,12.91,192.168.1.35,328144.51,0,4
user_01,14.4,192.168.1.35,316565.32,0,8
user_01,14.32,192.168.1.35,428913.1,0,3
user_01,14.46,192.168.1.35,509489.11,0,3
user_01,16.33,192.168.1.35,300866.24,0,4
user_01,14.11,192.168.1.35,231693.04,0,5
user_01,15.4,192.168.1.35,584038.82,0,8
user_01,14.44,192.168.1.35,627653.04,0,3
user_01,14.22,192.168.1.35,494992.68,0,9
user_01,15.3,192.168.1.35,472781.06,0,9
user_01,13.64,192.168.1.35,142177.52,0,2
user_01,14.33,192.168.1.35,192896.67,0,3
user_01,16.11,192.168.1.35,387707.36,1,8
user_01,15.17,192.168.1.35,303485.79,0,9
user_01,14.45,192.168.1.35,548300.26,0,9
user_01,16.96,192.168.1.35,519545.96,0,8
user_01,13.45,192.168.1.35,447315.96,0,1
user_01,17.46,192.168.1.35,662713.09,0,2
user_01,15.53,192.168.1.35,462917.4,0,9
user_01,15.58,5.147.149.1,265837.94,0,9
user_01,15.53,192.168.1.35,468937.99,1,4
user_01,15.34,192.168.1.35,338696.8,0,5
user_01,15.97,192.168.1.35,202469.9,0,1
user_01,16.7,192.168.1.35,441463.22,0,6
user_01,15.91,192.168.1.35,486020.89,0,7
user_01,14.07,192.168.1.35,394594.59,0,6
user_01,14.84,192.168.1.35,469474.4,0,9
user_01,15.05,68.46.174.1,468324.95,0,1
user_01,14.17,192.168.1.35,159276.31,0,2
user_01,15.55,192.168.1.35,420972.54,0,6
user_01,17.32,192.168.1.35,288730.47,1,7
user_01,14.48,192.168.1.35,393657.87,0,4
user_01,17.72,192.168.1.35,441026.41,0,7
user_01,15.67,192.168.1.35,484213.59,0,6
user_01,16.64,192.168.1.35,389001.31,0,6
user_01,15.55,192.168.1.35,472837.64,0,3
user_01,13.27,192.168.1.35,523630.57,0,2
user_01,15.45,192.168.1.35,447363.08,0,5
user_01,15.04,192.168.1.35,359802.77,0,2
user_01,14.35,192.168.1.35,531185.43,0,7
user_01,15.5,192.168.1.35,407442.07,0,5
user_01,15.77,192.168.1.35,560426.56,2,4
user_01,15.85,192.168.1.35,599346.02,0,9
user_01,13.54,192.168.1.35,327315.63,0,5
user_01,15.15,192.168.1.35,573738.87,0,2
user_01,16.07,192.168.1.35,235337.06,0,1
user_01,17.35,192.168.1.35,354915.44,0,7
user_01,14.03,192.168.1.35,445522.29,0,6
user_01,16.16,192.168.1.35,354920.64,0,2
user_01,17.18,192.168.1.35,505674.95,0,3
user_01,14.51,192.168.1.35,451977.01,0,3
user_01,17.69,192.168.1.35,414150.92,0,8
user_01,15.52,38.42.95.1,495059.49,0,4
user_01,14.18,192.168.1.35,424865.06,0,5
user_01,15.76,192.168.1.35,552407.53,0,1
user_01,15.1,192.168.1.35,480334.28,2,5
user_01,11.29,192.168.1.35,210749.23,0,8
user_01,14.69,192.168.1.35,615787.57,0,9
user_01,15.51,192.168.1.35,489785.37,0,2
user_01,15.39,192.168.1.35,431707.24,2,9
user_01,14.65,192.168.1.35,557377.4,0,4
user_01,15.77,192.168.1.35,517116.65,0,2
user_01,16.79,121.134.88.1,382389.75,0,1
user_01,15.78,192.168.1.35,532664.78,0,6
user_01,15.9,192.168.1.35,396752.89,0,1
user_01,17.23,192.168.1.35,671271.34,0,4
user_01,16.4,192.168.1.35,452232.56,1,4
user_01,15.44,192.168.1.35,340897.59,0,5
user_01,15.91,192.168.1.35,524089.62,0,4
user_01,15.95,192.168.1.35,274718.79,0,2
user_01,14.3,192.168.1.35,302703.31,0,8
user_01,15.12,192.168.1.35,517494.69,0,9
user_01,16.23,192.168.1.35,160415.38,1,9
user_01,15.56,192.168.1.35,435762.56,0,7
user_01,14.93,192.168.1.35,499881.85,0,9
user_01,16.66,192.168.1.35,363350.82,1,8
user_01,16.64,192.168.1.35,527818.89,0,8
user_01,14.52,215.6.190.1,365983.27,1,3
user_01,15.28,192.168.1.35,450723.13,0,6
user_01,15.69,192.168.1.35,490195.88,0,5
user_01,15.34,192.168.1.35,626719.82,0,3
user_01,15.44,192.168.1.35,296037.68,0,8
user_01,15.42,100.73.49.1,410594.62,0,2
user_01,15.78,237.161.18.1,609042.03,0,8
user_01,15.34,192.168.1.35,493000.31,0,5
user_01,13.89,192.168.1.35,234291.98,0,8
user_02,14.61,82.81.76.1,528744.2,0,9
user_02,13.84,192.168.8.32,423174.6,0,5
user_02,13.95,192.168.8.32,212844.35,0,9
user_02,14.93,192.168.8.32,329532.46,0,4
user_02,13.2,192.168.8.32,367275.03,0,3
user_02,11.84,192.168.8.32,407241.86,0,2
user_02,12.78,192.168.8.32,338950.11,0,7
user_02,12.77,192.168.8.32,133020.48,0,8
user_02,12.22,192.168.8.32,507489.25,0,5
user_02,13.12,192.168.8.32,349215.97,0,7
user_02,10.17,192.168.8.32,143342.95,0,6
user_02,13.67,192.168.8.32,317416.16,0,7
user_02,13.3,192.168.8.32,462386.07,0,9
user_02,13.21,192.168.8.32,358917.52,2,6
user_02,11.3,192.168.8.32,231006.56,0,9
user_02,11.84,192.168.8.32,266119.21,0,3
user_02,12.56,192.168.8.32,319640.12,0,4
user_02,11.83,192.168.8.32,349640.68,0,5
user_02,13.26,192.168.8.32,398189.18,0,2
user_02,12.07,192.168.8.32,426889.07,0,3
user_02,12.68,192.168.8.32,398098.14,0,8
user_02,14.33,192.168.8.32,331149.12,0,9
user_02,15.53,192.168.8.32,226601.24,0,1
user_02,11.42,192.168.8.32,306443.27,0,2
user_02,12.26,192.168.8.32,286206.48,0,3
user_02,13.45,192.168.8.32,454216.96,0,1
user_02,12.18,192.168.8.32,73364.66,0,1
user_02,11.58,192.168.8.32,501380.93,0,2
user_02,13.59,192.168.8.32,443001.68,0,2
user_02,12.35,192.168.8.32,418997.76,0,4
user_02,11.67,192.168.8.32,231323.22,0,3
user_02,13.48,192.168.8.32,273472.18,0,9
user_02,13.85,192.168.8.32,525805.26,1,1
user_02,12.41,192.168.8.32,471235.06,0,6
user_02,10.81,192.168.8.32,340307.48,0,3
user_02,12.08,192.168.8.32,391275.03,0,5
user_02,14.04,192.168.8.32,354625.36,0,3
user_02,13.2,192.168.8.32,444424.49,0,2
user_02,12.93,192.168.8.32,268786.82,1,2
user_02,15.0,192.168.8.32,514769.18,0,6
user_02,12.29,192.168.8.32,361287.09,0,9
user_02,12.8,192.168.8.32,487244.86,1,7
user_02,14.07,192.168.8.32,365281.65,0,9
user_02,15.58,192.168.8.32,447483.56,0,3
user_02,12.58,246.202.218.1,129603.5,0,3
user_02,11.63,192.168.8.32,254870.64,1,6
user_02,13.84,186.155.232.1,439912.24,0,4
user_02,9.6,192.168.8.32,321368.67,0,4
user_02,12.23,192.168.8.32,402251.69,0,7
user_02,13.54,192.168.8.32,198933.83,0,8
user_02,12.37,192.168.8.32,356378.74,0,2
user_02,13.44,192.168.8.32,187757.1,0,1
user_02,10.72,192.168.8.32,243094.1,1,2
user_02,15.4,192.168.8.32,409204.58,0,4
user_02,12.81,192.168.8.32,272895.6,0,4
user_02,11.78,192.168.8.32,607386.47,0,1
user_02,14.22,192.168.8.32,347025.8,0,3
user_02,13.52,192.168.8.32,564668.45,0,9
user_02,12.44,192.168.8.32,314607.6,0,8
user_02,10.91,192.168.8.32,451552.1,0,5
user_02,11.66,192.168.8.32,501776.52,1,2
user_02,14.11,192.168.8.32,402348.67,1,7
user_02,13.53,229.112.180.1,418624.8,0,9
user_02,9.49,192.168.8.32,324606.77,0,3
user_02,14.64,192.168.8.32,241823.85,0,4
user_02,12.23,192.168.8.32,517788.13,0,3
user_02,15.4,192.168.8.32,423638.0,0,2
user_02,11.31,192.168.8.32,486051.45,0,4
user_02,12.35,192.168.8.32,433542.09,1,2
user_02,13.06,192.168.8.32,414010.03,0,8
user_02,14.65,192.168.8.32,506003.92,0,6
user_02,14.32,192.168.8.32,463298.94,0,3
user_02,13.56,192.168.8.32,509585.78,0,7
user_02,14.11,192.168.8.32,457918.6,0,9
user_02,11.91,192.168.8.32,265327.92,0,2
user_02,12.97,192.168.8.32,311416.56,2,1
user_02,12.24,192.168.8.32,397584.51,0,5
user_02,12.89,192.168.8.32,389990.94,2,1
user_02,12.33,192.168.8.32,323734.25,0,5
user_02,12.58,192.168.8.32,516688.96,0,2
user_02,15.31,180.95.153.1,397232.31,0,8
user_02,14.31,192.168.8.32,363106.2,0,4
user_02,11.29,192.168.8.32,168520.62,0,4
user_02,10.25,192.168.8.32,338241.38,0,2
user_02,11.25,192.168.8.32,316723.9,0,4
user_02,13.22,192.168.8.32,394285.79,0,3
user_02,14.17,192.168.8.32,210994.26,0,4
user_02,13.05,192.168.8.32,291768.07,0,3
user_02,11.69,192.168.8.32,393516.65,0,1
user_02,12.37,192.168.8.32,291546.0,0,8
user_02,12.81,192.168.8.32,412451.48,0,9
user_02,13.24,192.168.8.32,366082.94,0,7
user_02,10.57,192.168.8.32,177701.16,0,1
user_02,12.68,192.168.8.32,150555.91,2,9
user_02,12.78,192.168.8.32,338497.15,0,4
user_02,12.86,192.168.8.32,129011.98,0,5
user_02,13.46,192.168.8.32,464411.93,0,9
user_02,14.01,192.168.8.32,177160.72,2,1
user_02,12.75,192.168.8.32,449175.86,0,7
user_02,12.78,192.168.8.32,167108.92,0,3
user_02,13.57,192.168.8.32,190107.71,0,6
user_02,11.35,192.168.8.32,291140.48,0,9
user_02,14.09,192.168.8.32,343079.44,1,7
user_02,11.64,143.68.2.1,257575.43,0,2
user_02,11.09,192.168.8.32,361477.97,0,4
user_02,13.06,192.168.8.32,202319.52,0,7
user_02,10.3,192.168.8.32,395984.55,0,1
user_02,13.76,192.168.8.32,283100.59,0,4
user_02,14.25,192.168.8.32,252756.34,0,7
user_02,11.31,192.168.8.32,340062.81,0,2
user_02,13.48,192.168.8.32,384454.39,0,9
user_02,13.01,192.168.8.32,480686.98,0,2
user_02,14.77,192.168.8.32,413458.88,0,2
user_02,12.59,192.168.8.32,389794.9,0,2
user_02,12.23,192.168.8.32,416047.46,0,3
user_02,13.48,192.168.8.32,276952.54,0,8
user_02,14.54,192.168.8.32,379483.98,1,6
user_02,15.06,192.168.8.32,399142.0,1,5
user_02,13.26,192.168.8.32,356939.49,0,3
user_02,10.87,192.168.8.32,463587.4,1,2
user_02,13.7,192.168.8.32,98938.07,0,5
user_02,13.14,192.168.8.32,345946.93,0,8
user_02,12.44,192.168.8.32,495776.22,0,4
user_02,12.78,192.168.8.32,190094.92,0,5
user_02,13.23,192.168.8.32,615685.69,0,9
user_02,15.32,192.168.8.32,487004.95,0,6
user_02,13.43,122.225.199.1,283572.94,0,4
user_02,12.79,192.168.8.32,184942.16,0,3
user_02,12.17,192.168.8.32,328571.73,0,9
user_02,14.61,192.168.8.32,289942.29,0,7
user_02,13.38,192.168.8.32,343554.63,1,8
user_02,12.88,192.168.8.32,210031.38,0,1
user_02,11.51,192.168.8.32,402925.25,0,8
user_02,13.33,192.168.8.32,237369.48,0,3
user_02,10.16,192.168.8.32,384263.38,0,2
user_02,14.36,192.168.8.32,341126.67,0,5
user_02,13.88,192.168.8.32,346592.77,2,2
user_02,12.41,192.168.8.32,424029.64,0,9
user_02,11.33,192.168.8.32,287445.44,2,1
user_02,11.9,192.168.8.32,301806.68,0,1
user_02,12.96,192.168.8.32,355454.75,0,9
user_02,14.22,192.168.8.32,211496.76,0,7
user_02,13.21,192.168.8.32,316943.95,0,8
user_02,13.91,192.168.8.32,275395.99,0,8
user_02,12.46,192.168.8.32,454873.16,0,6
user_02,12.37,192.168.8.32,477081.49,0,9
user_02,15.91,192.168.8.32,247835.18,0,3
user_02,12.29,192.168.8.32,244989.63,0,7
user_02,11.55,192.168.8.32,449413.12,0,8
user_02,12.68,192.168.8.32,310189.9,0,7
user_02,15.21,192.168.8.32,479267.4,1,9
user_02,11.67,192.168.8.32,516169.52,0,5
user_02,10.03,119.131.115.1,252926.29,0,6
user_02,13.45,192.168.8.32,468075.24,0,6
user_02,12.7,192.168.8.32,159421.44,0,1
user_02,12.89,192.168.8.32,298125.76,0,4
user_02,12.69,192.168.8.32,314681.98,0,6
user_02,13.67,216.205.57.1,358712.7,0,5
user_02,13.42,148.3.252.1,358007.31,0,6
user_02,13.68,192.168.8.32,330699.83,1,4
user_02,13.88,192.168.8.32,264095.64,0,9
user_02,15.02,192.168.8.32,264475.85,1,6
user_02,11.68,192.168.8.32,403399.29,0,8
user_02,13.35,192.168.8.32,330928.28,0,8
user_02,13.09,192.168.8.32,453376.89,1,4
user_02,10.52,192.168.8.32,362292.36,0,2
user_02,12.27,192.168.8.32,383666.66,0,1
user_02,13.67,192.168.8.32,284299.11,0,1
user_02,11.33,192.168.8.32,429338.79,0,8
user_02,14.36,192.168.8.32,389974.26,0,5
user_02,12.61,192.168.8.32,384128.17,0,2
user_02,12.3,192.168.8.32,230221.37,1,8
user_02,15.34,192.168.8.32,512184.31,0,5
user_02,14.85,192.168.8.32,309605.94,0,3
user_02,11.74,192.168.8.32,380260.43,0,4
user_02,14.36,192.168.8.32,274478.1,0,7
user_02,12.35,192.168.8.32,191834.0,0,3
user_02,11.73,192.168.8.32,299083.58,0,6
user_02,13.85,192.168.8.32,233822.04,0,9
user_02,12.49,192.168.8.32,405642.56,2,2
user_03,17.8,192.168.5.24,295540.78,0,7
user_03,13.62,192.168.5.24,437260.76,0,1
user_03,15.52,192.168.5.24,226954.27,0,9
user_03,15.77,192.168.5.24,242048.44,0,2
user_03,18.63,192.168.5.24,323369.0,1,8
user_03,14.54,138.39.115.1,335923.57,0,3
user_03,15.28,192.168.5.24,237549.03,0,1
user_03,16.43,192.168.5.24,350675.31,0,1
user_03,14.89,192.168.5.24,415612.12,1,8
user_03,15.52,192.168.5.24,342733.23,0,3
user_03,15.3,192.168.5.24,374165.62,0,2
user_03,15.74,192.168.5.24,404684.45,0,3
user_03,18.76,192.168.5.24,195290.75,0,3
user_03,16.66,192.168.5.24,480973.05,0,3
user_03,16.39,192.168.5.24,301932.04,0,4
user_03,16.63,192.168.5.24,251452.35,0,7
user_03,17.12,192.168.5.24,349331.82,0,1
user_03,16.9,237.188.11.1,356404.4,0,3
user_03,15.4,86.49.5.1,369159.92,0,8
user_03,14.77,122.74.121.1,443119.85,0,1
user_03,16.33,192.168.5.24,482456.22,0,8
user_03,17.17,248.66.224.1,373333.6,0,5
user_03,14.45,192.168.5.24,182409.44,0,5
user_03,16.64,192.168.5.24,279784.43,2,3
user_03,15.78,192.168.5.24,337777.66,0,2
user_03,17.76,192.168.5.24,229259.62,0,5
user_03,19.07,192.168.5.24,251822.53,0,4
user_03,17.29,192.168.5.24,375422.73,1,4
user_03,14.61,192.168.5.24,440196.38,0,4
user_03,16.42,192.168.5.24,383769.99,1,3
user_03,14.79,192.168.5.24,184840.34,0,6
user_03,16.89,192.168.5.24,296350.6,0,5
user_03,17.1,192.168.5.24,307425.18,0,6
user_03,13.54,192.168.5.24,301001.23,0,4
user_03,16.3,192.168.5.24,331898.72,0,3
user_03,16.93,193.90.236.1,364559.21,0,3
user_03,16.21,192.168.5.24,280774.79,0,1
user_03,17.24,192.168.5.24,339553.78,0,7
user_03,17.46,24.114.196.1,411962.99,1,5
user_03,13.91,192.168.5.24,256684.75,0,7
user_03,18.34,192.168.5.24,224008.43,0,7
user_03,16.9,192.168.5.24,375267.92,0,5
user_03,15.98,192.168.5.24,332775.31,0,3
user_03,17.45,192.168.5.24,381029.96,0,1
user_03,16.31,192.168.5.24,345561.29,0,4
user_03,16.95,192.168.5.24,431329.56,0,7
user_03,16.81,192.168.5.24,248356.99,0,9
user_03,17.55,192.168.5.24,357899.47,0,3
user_03,20.19,192.168.5.24,365262.67,0,3
user_03,15.01,192.168.5.24,418405.46,0,5
user_03,17.39,192.168.5.24,243659.54,1,5
user_03,17.2,192.168.5.24,359216.2,0,4
user_03,15.61,192.168.5.24,234134.04,2,7
user_03,18.2,192.168.5.24,388700.17,1,9
user_03,13.92,192.168.5.24,254278.41,0,1
user_03,14.82,192.168.5.24,297268.69,0,5
user_03,17.03,192.168.5.24,376383.57,0,9
user_03,19.36,192.168.5.24,349603.31,0,8
user_03,16.37,192.168.5.24,314695.91,0,9
user_03,17.13,192.168.5.24,397781.52,0,5
user_03,16.59,192.168.5.24,144732.57,0,4
user_03,16.04,192.168.5.24,246927.85,0,9
user_03,17.21,192.168.5.24,432544.05,0,7
user_03,16.97,178.204.117.1,386487.9,0,9
user_03,18.87,192.168.5.24,241731.88,0,7
user_03,15.43,192.168.5.24,181062.12,0,7
user_03,16.47,192.168.5.24,248823.64,1,1
user_03,17.17,192.168.5.24,540823.15,0,1
user_03,14.82,192.168.5.24,200528.17,0,3
user_03,16.29,192.168.5.24,317793.63,0,2
user_03,18.09,192.168.5.24,247652.66,0,2
user_03,15.47,192.168.5.24,171595.84,0,3
user_03,18.0,192.168.5.24,225057.43,0,2
user_03,17.82,192.168.5.24,210763.84,0,5
user_03,17.89,192.168.5.24,380616.32,2,8
user_03,16.07,192.168.5.24,373432.35,0,1
user_03,16.04,192.168.5.24,145709.97,1,8
user_03,17.24,85.54.32.1,415644.5,0,1
user_03,15.57,192.168.5.24,132206.41,0,2
user_03,17.92,192.168.5.24,353770.57,0,1
user_03,19.58,192.168.5.24,421779.92,0,7
user_03,17.97,192.168.5.24,444483.54,0,1
user_03,20.0,192.168.5.24,253139.27,0,7
user_03,15.65,192.168.5.24,239418.88,0,5
user_03,15.65,102.39.146.1,516278.49,0,5
user_03,16.74,192.168.5.24,460758.0,1,8
user_03,16.87,192.168.5.24,298382.6,0,1
user_03,16.94,192.168.5.24,449880.62,0,4
user_03,12.96,192.168.5.24,377262.97,1,2
user_03,17.77,192.168.5.24,238234.15,0,6
user_03,16.3,192.168.5.24,278465.71,0,2
user_03,17.84,192.168.5.24,409328.46,0,9
user_03,13.43,192.168.5.24,308152.08,0,2
user_03,15.36,192.168.5.24,473814.57,0,9
user_03,17.23,192.168.5.24,322981.5,1,4
user_03,16.56,192.168.5.24,358379.17,0,8
user_03,18.58,192.168.5.24,228835.74,0,2
user_03,18.45,192.168.5.24,436320.66,0,5
user_03,17.47,192.168.5.24,218778.33,0,7
user_03,15.84,192.168.5.24,87610.78,0,7
user_03,16.41,192.168.5.24,318135.39,0,9
user_03,15.61,192.168.5.24,393660.04,1,7
user_03,17.3,192.168.5.24,436682.97,0,4
user_03,13.99,192.168.5.24,356890.61,0,9
user_03,15.72,192.168.5.24,308670.31,0,7
user_03,17.74,192.168.5.24,354183.54,0,6
user_03,17.17,192.168.5.24,241778.55,0,1
user_03,12.98,192.168.5.24,274137.12,0,3
user_03,13.93,192.168.5.24,185394.35,0,4
user_03,15.45,192.168.5.24,387016.11,1,6
user_03,15.95,192.168.5.24,478504.48,0,8
user_03,19.34,192.168.5.24,270106.46,0,2
user_03,14.19,192.168.5.24,427323.65,0,8
user_03,14.99,192.168.5.24,230297.91,0,4
user_03,16.16,192.168.5.24,333501.89,0,9
user_03,17.51,192.168.5.24,581759.47,0,5
user_03,17.44,192.168.5.24,406895.11,0,8
user_03,15.17,192.168.5.24,286403.53,0,1
user_03,15.49,192.168.5.24,146097.28,0,7
user_03,16.13,192.168.5.24,210133.81,0,3
user_03,15.72,192.168.5.24,456223.02,0,7
user_03,15.73,192.168.5.24,358747.23,1,6
user_03,16.4,192.168.5.24,127554.23,0,5
user_03,18.93,192.168.5.24,240279.45,0,7
user_03,16.21,192.168.5.24,315429.17,0,1
user_03,16.34,192.168.5.24,406523.92,0,4
user_03,15.27,164.83.73.1,433504.71,0,1
user_03,18.1,192.168.5.24,380827.23,0,3
user_03,18.08,192.168.5.24,416725.36,0,5
user_03,17.63,192.168.5.24,296536.32,0,7
user_03,17.49,192.168.5.24,338756.75,0,1
user_03,18.39,192.168.5.24,381039.21,0,3
user_03,16.04,192.168.5.24,150203.6,0,7
user_03,16.25,192.168.5.24,290236.51,0,2
user_03,17.12,192.168.5.24,350607.78,1,2
user_03,17.83,192.168.5.24,241837.06,0,4
user_03,17.03,192.168.5.24,366584.62,0,4
